"","HAULJOIN","CRUISE","VESSEL","HAUL","GIS_STATION","SPECIES_CODE","SEX","LENGTH","WIDTH","SHELL_CONDITION","EGG_COLOR","EGG_CONDITION","CLUTCH_SIZE","WEIGHT","CHELA_HEIGHT","COMMENTS","YEAR","log10.length","log10.weight","log.length","log.weight","Cooks_D","SC"
"1426",-2881,200701,88,23,"F-14",69322,1,104,NA,2,NA,NA,NA,824,25.4,NA,"2007",2.01703333929878,2.91592721169712,4.64439089914137,6.71417052990947,0.000114674511137087,"NS"
"1428",-11279,200601,134,27,"E-09",69322,1,104,NA,2,NA,NA,NA,852,NA,NA,"2006",2.01703333929878,2.9304395947667,4.64439089914137,6.74758652682932,1.50970946481925e-05,"NS"
"1429",1063181,200101,88,16,"E-12",69322,1,104,NA,2,NA,NA,NA,878,NA,NA,"2001",2.01703333929878,2.9434945159061,4.64439089914137,6.77764659363512,5.07323555481477e-06,"NS"
"1430",1023483,200001,88,206,"E-10",69322,1,104,127,2,NA,NA,NA,882,NA,NA,"2000",2.01703333929878,2.94546858513182,4.64439089914137,6.78219205600679,1.01156431087418e-05,"NS"
"1431",1063408,200101,89,25,"G-11",69322,1,104,NA,2,NA,NA,NA,916,NA,NA,"2001",2.01703333929878,2.96189547366785,4.64439089914137,6.82001636467413,0.000118891796596338,"NS"
"1432",-13934,201501,162,16,"G-12",69322,1,104,NA,2,NA,NA,NA,1004,NA,NA,"2015",2.01703333929878,3.001733712809,4.64439089914137,6.91174730025167,0.000878176271276056,"NS"
"1434",-9064,201201,89,18,"E-12",69322,1,104.1,NA,2,NA,NA,NA,718,NA,NA,"2012",2.01745072951054,2.8561244442423,4.64535197562092,6.57646956904822,0.00155166787239214,"NS"
"1437",-9071,201201,89,25,"H-10",69322,1,104.1,NA,2,NA,NA,NA,818,NA,NA,"2012",2.01745072951054,2.91275330367132,4.64535197562092,6.70686233660275,0.000163828304852485,"NS"
"1440",-2892,200701,88,34,"H-10",69322,1,104.1,NA,2,NA,NA,NA,886,32.4,NA,"2007",2.01745072951054,2.94743372188705,4.64535197562092,6.78671695060508,1.21495602551582e-05,"NS"
"1448",-2849,200701,89,53,"K-05",69322,1,104.2,NA,2,NA,NA,NA,832,NA,NA,"2007",2.01786771896351,2.92012332629072,4.64631212931927,6.72383244082121,9.87981976591894e-05,"NS"
"1449",-2890,200701,88,32,"J-10",69322,1,104.2,NA,2,NA,NA,NA,834,30.6,NA,"2007",2.01786771896351,2.92116605063774,4.64631212931927,6.72623340235875,8.93154763315889e-05,"NS"
"1451",-4826,200901,88,21,"I-10",69322,1,104.3,NA,2,NA,NA,NA,742,NA,NA,"2009",2.01828430842653,2.87040390527903,4.64727136200673,6.60934924316738,0.00114440903153979,"NS"
"1453",-9074,201201,89,28,"K-10",69322,1,104.3,NA,2,NA,NA,NA,878,NA,NA,"2012",2.01828430842653,2.9434945159061,4.64727136200673,6.77764659363512,1.67389336446545e-07,"NS"
"1455",-6151,201001,162,32,"C-09",69322,1,104.3,NA,2,NA,NA,NA,996,NA,NA,"2010",2.01828430842653,2.9982593384237,4.64727136200673,6.9037472575846,0.000679276192614294,"NS"
"1466",-9276,201201,162,222,"G-14",69322,1,104.5,NA,2,NA,NA,NA,946,NA,NA,"2012",2.01911629044707,2.97589113640179,4.64918707140487,6.85224256905188,0.000205354080179709,"NS"
"1469",-9272,201201,162,218,"I-12",69322,1,104.6,NA,2,NA,NA,NA,846,NA,NA,"2012",2.01953168453126,2.92737036303902,4.65014355163082,6.74051935960622,7.99553478325671e-05,"NS"
"1471",-9873,201301,89,12,"E-11",69322,1,104.6,NA,2,NA,NA,NA,870,NA,NA,"2013",2.01953168453126,2.93951925261862,4.65014355163082,6.76849321164863,1.0699854879337e-05,"NS"
"1473",-18731,201901,94,11,"I-13",69322,1,104.6,NA,2,NA,NA,NA,968,NA,NA,"2019",2.01953168453126,2.98587535730839,4.65014355163082,6.87523208727658,0.000337327596370346,"NS"
"1479",-9872,201301,89,11,"E-12",69322,1,104.8,NA,2,NA,NA,NA,848,NA,NA,"2013",2.02036128264771,2.92839585225671,4.65205377188694,6.7428806357919,9.31856657615633e-05,"NS"
"1481",-4814,200901,88,9,"G-14",69322,1,104.8,NA,2,NA,NA,NA,876,NA,NA,"2009",2.02036128264771,2.94250410616808,4.65205377188694,6.77536609093639,9.50639599848315e-06,"NS"
"1483",-18772,201901,162,20,"H-10",69322,1,104.8,NA,2,NA,NA,NA,975,NA,NA,"2019",2.02036128264771,2.98900461569854,4.65205377188694,6.88243747099785,0.000344898011394559,"NS"
"1488",-9124,201201,89,57,"I-06",69322,1,104.9,NA,2,NA,NA,NA,876,NA,NA,"2012",2.02077548819356,2.94250410616808,4.65300751540225,6.77536609093639,1.35648866276604e-05,"NS"
"1491",-2840,200701,89,44,"I-07",69322,1,105,NA,2,NA,NA,NA,840,NA,NA,"2007",2.02118929906994,2.92427928606188,4.65396035015752,6.73340189183736,0.00016253115306017,"NS"
"1492",1010930,200001,88,40,"G-09",69322,1,105,NA,2,NA,NA,NA,846,NA,NA,"2000",2.02118929906994,2.92737036303902,4.65396035015752,6.74051935960622,0.000127974075413929,"NS"
"1493",-2890,200701,88,32,"J-10",69322,1,105,NA,2,NA,NA,NA,858,32.8,NA,"2007",2.02118929906994,2.93348728784871,4.65396035015752,6.75460409948796,7.17485962666776e-05,"NS"
"1494",1023466,200001,88,189,"H-11",69322,1,105,125,2,NA,NA,NA,874,NA,NA,"2000",2.02118929906994,2.9415114326344,4.65396035015752,6.77308037565554,2.24884017736831e-05,"NS"
"1496",-5694,200901,88,201,"I-11",69322,1,105,NA,2,NA,NA,NA,912,NA,NA,"2009",2.02118929906994,2.95999483832842,4.65396035015752,6.81563999007433,1.47898389435089e-05,"NS"
"1497",1010915,200001,88,25,"E-11",69322,1,105,NA,2,NA,NA,NA,916,NA,NA,"2000",2.02118929906994,2.96189547366785,4.65396035015752,6.82001636467413,2.23620097617235e-05,"NS"
"1498",1010901,200001,88,11,"G-13",69322,1,105,NA,2,NA,NA,NA,930,NA,NA,"2000",2.02118929906994,2.96848294855394,4.65396035015752,6.8351845861473,6.06776951114919e-05,"NS"
"1500",1063204,200101,88,39,"G-08",69322,1,105,NA,2,NA,NA,NA,952,NA,NA,"2001",2.02118929906994,2.97863694838447,4.65396035015752,6.85856503479136,0.000156436169241512,"NS"
"1501",1063170,200101,88,5,"I-14",69322,1,105,NA,2,NA,NA,NA,952,NA,NA,"2001",2.02118929906994,2.97863694838447,4.65396035015752,6.85856503479136,0.000156436169241512,"NS"
"1502",1063204,200101,88,39,"G-08",69322,1,105,NA,2,NA,NA,NA,960,NA,NA,"2001",2.02118929906994,2.98227123303957,4.65396035015752,6.86693328446188,0.00020152764268827,"NS"
"1503",1063415,200101,89,32,"G-09",69322,1,105,NA,2,NA,NA,NA,960,NA,NA,"2001",2.02118929906994,2.98227123303957,4.65396035015752,6.86693328446188,0.00020152764268827,"NS"
"1504",1063396,200101,89,13,"F-13",69322,1,105,NA,2,NA,NA,NA,1006,NA,NA,"2001",2.02118929906994,3.00259798071991,4.65396035015752,6.91373735065968,0.000558871605440557,"NS"
"1505",-14146,201501,94,54,"K-03",69322,1,105,NA,2,NA,NA,NA,1062,NA,NA,"2015",2.02118929906994,3.02612451674545,4.65396035015752,6.96790920180188,0.00119519595230294,"NS"
"1508",-4423,200801,88,189,"I-09",69322,1,105.1,NA,2,NA,NA,NA,960,30.4,NA,"2008",2.02160271602824,2.98227123303957,4.65491227788291,6.86693328446188,0.000184398942036553,"NS"
"1509",-2899,200701,88,41,"D-10",69322,1,105.2,NA,2,NA,NA,NA,808,31,NA,"2007",2.02201573981772,2.90741136077459,4.65586330030361,6.69456205852109,0.000472634203793569,"NS"
"1514",-4816,200901,88,11,"F-13",69322,1,105.2,NA,2,NA,NA,NA,942,NA,NA,"2009",2.02201573981772,2.97405090279288,4.65586330030361,6.84800527457636,8.37925427116003e-05,"NS"
"1515",-7581,201101,162,17,"G-12",69322,1,105.2,NA,2,NA,NA,NA,974,NA,NA,"2011",2.02201573981772,2.98855895687862,4.65586330030361,6.88141130364254,0.000252166012742019,"NS"
"1516",-17336,201701,94,226,"G-13",69322,1,105.2,NA,2,NA,NA,NA,980,31.3,NA,"2017",2.02201573981772,2.99122607569249,4.65586330030361,6.88755257166462,0.000292964564993433,"NS"
"1517",-4826,200901,88,21,"I-10",69322,1,105.3,NA,2,NA,NA,NA,812,NA,NA,"2009",2.02242837118549,2.90955602924118,4.65681341913993,6.69950034016168,0.000454609676419216,"NS"
"1521",-11709,200601,88,221,"G-08",69322,1,105.3,NA,2,NA,NA,NA,998,32.4,NA,"2006",2.02242837118549,2.99913054128737,4.65681341913993,6.90575327631146,0.000406410332674685,"NS"
"1523",-13937,201501,162,19,"J-12",69322,1,105.4,NA,2,NA,NA,NA,1080,NA,NA,"2015",2.02284061087653,3.03342375548695,4.65776263610726,6.98471632011827,0.00125347189601062,"NS"
"1534",-11266,200601,134,14,"G-11",69322,1,105.7,NA,2,NA,NA,NA,852,NA,NA,"2006",2.02407498730743,2.9304395947667,4.66060489287619,6.74758652682932,0.000195406678083583,"NS"
"1535",-16529,201701,94,69,"E-08",69322,1,105.7,NA,2,NA,NA,NA,890,NA,NA,"2017",2.02407498730743,2.94939000664491,4.66060489287619,6.79122146272619,2.74603835331528e-05,"NS"
"1538",-2888,200701,88,30,"K-12",69322,1,105.8,NA,2,NA,NA,NA,800,33,NA,"2007",2.02448566769917,2.90308998699194,4.6615505194242,6.68461172766793,0.000737413646897149,"NS"
"1541",-5707,200901,88,214,"D-10",69322,1,105.8,NA,2,NA,NA,NA,954,NA,NA,"2009",2.02448566769917,2.9795483747041,4.6615505194242,6.86066367144829,6.50474233757462e-05,"NS"
"1544",-2890,200701,88,32,"J-10",69322,1,105.9,NA,2,NA,NA,NA,918,33.4,NA,"2007",2.02489596010748,2.96284268120124,4.66249525260736,6.82219739062049,4.92364088603689e-08,"NS"
"1547",1010684,200001,89,8,"G-14",69322,1,106,NA,2,NA,NA,NA,822,NA,NA,"2000",2.02530586526477,2.91487181754005,4.66343909411207,6.71174039505618,0.000522796813767138,"NS"
"1550",1010929,200001,88,39,"F-09",69322,1,106,NA,2,NA,NA,NA,890,NA,NA,"2000",2.02530586526477,2.94939000664491,4.66343909411207,6.79122146272619,4.89463723077883e-05,"NS"
"1552",1010911,200001,88,21,"I-11",69322,1,106,NA,2,NA,NA,NA,936,NA,NA,"2000",2.02530586526477,2.97127584873811,4.66343909411207,6.84161547647759,9.3949296333935e-06,"NS"
"1554",-2892,200701,88,34,"H-10",69322,1,106,NA,2,NA,NA,NA,942,30,NA,"2007",2.02530586526477,2.97405090279288,4.66343909411207,6.84800527457636,1.88430061772256e-05,"NS"
"1560",-6135,201001,162,16,"G-11",69322,1,106.1,NA,2,NA,NA,NA,976,NA,NA,"2010",2.02571538390134,2.98944981766669,4.66438204561994,6.88346258641309,0.000117065564873515,"NS"
"1562",-9864,201301,89,3,"I-15",69322,1,106.1,NA,2,NA,NA,NA,1014,NA,NA,"2013",2.02571538390134,3.00603795499732,4.66438204561994,6.92165818415113,0.000339957469038823,"NS"
"1571",-9809,201301,162,16,"J-12",69322,1,106.3,NA,2,NA,NA,NA,1000,34.3,NA,"2013",2.0265332645233,3,4.6662652853479,6.90775527898214,0.00020910461728666,"NS"
"1573",-2899,200701,88,41,"D-10",69322,1,106.4,NA,2,NA,NA,NA,872,32,NA,"2007",2.02694162795903,2.94051648493257,4.66720557690754,6.77078942390898,0.000178967222407556,"NS"
"1575",-13944,201501,162,26,"H-10",69322,1,106.4,NA,2,NA,NA,NA,1088,NA,NA,"2015",2.02694162795903,3.03662889536216,4.66720557690754,6.99209642741589,0.000938457654898711,"NS"
"1579",-11695,200601,88,207,"E-11",69322,1,106.5,NA,2,NA,NA,NA,942,31.4,NA,"2006",2.02734960777476,2.97405090279288,4.66814498514948,6.84800527457636,1.93764625807764e-06,"NS"
"1583",-2826,200701,89,30,"J-09",69322,1,106.6,NA,2,NA,NA,NA,916,NA,NA,"2007",2.02775720469055,2.96189547366785,4.66908351173174,6.82001636467413,2.2548102394714e-05,"NS"
"1585",-13972,201501,94,11,"G-13",69322,1,106.7,NA,2,NA,NA,NA,934,NA,NA,"2015",2.02816441942447,2.97034687623009,4.67002115830771,6.83947643822884,2.15247023633345e-06,"NS"
"1589",-6136,201001,162,17,"H-11",69322,1,106.8,NA,2,NA,NA,NA,974,NA,NA,"2010",2.02857125269254,2.98855895687862,4.67095792652609,6.88141130364254,3.92108744090618e-05,"NS"
"1593",-2815,200701,89,19,"G-13",69322,1,106.9,NA,2,NA,NA,NA,886,NA,NA,"2007",2.02897770520878,2.94743372188705,4.671893818031,6.78671695060508,0.000170814970196463,"NS"
"1596",-8196,201101,89,207,"H-11",69322,1,106.9,NA,2,NA,NA,NA,992,NA,NA,"2011",2.02897770520878,2.99651167215418,4.671893818031,6.89972310728487,8.65106773957815e-05,"NS"
"1597",-13936,201501,162,18,"I-12",69322,1,106.9,NA,2,NA,NA,NA,1048,NA,NA,"2015",2.02897770520878,3.02036128264771,4.671893818031,6.95463886488099,0.000406919711090061,"NS"
"1599",-2890,200701,88,32,"J-10",69322,1,107,NA,2,NA,NA,NA,860,31,NA,"2007",2.02938377768521,2.93449845124357,4.67282883446191,6.75693238924755,0.00038134856000469,"NS"
"1600",1063396,200101,89,13,"F-13",69322,1,107,NA,2,NA,NA,NA,876,NA,NA,"2001",2.02938377768521,2.94250410616808,4.67282883446191,6.77536609093639,0.000252245112093838,"NS"
"1602",1010687,200001,89,11,"F-12",69322,1,107,NA,2,NA,NA,NA,898,NA,NA,"2000",2.02938377768521,2.9532763366673,4.67282883446191,6.8001700683022,0.000120480382510958,"NS"
"1604",1063396,200101,89,13,"F-13",69322,1,107,NA,2,NA,NA,NA,950,NA,NA,"2001",2.02938377768521,2.97772360528885,4.67282883446191,6.85646198459459,2.47676492555089e-08,"NS"
"1605",1063398,200101,89,15,"H-13",69322,1,107,NA,2,NA,NA,NA,954,NA,NA,"2001",2.02938377768521,2.9795483747041,4.67282883446191,6.86066367144829,9.76955827311511e-07,"NS"
"1606",-9067,201201,89,21,"E-11",69322,1,107,NA,2,NA,NA,NA,958,NA,NA,"2012",2.02938377768521,2.98136550907854,4.67282883446191,6.86484777797086,3.29773603394677e-06,"NS"
"1607",1063396,200101,89,13,"F-13",69322,1,107,NA,2,NA,NA,NA,972,NA,NA,"2001",2.02938377768521,2.98766626492627,4.67282883446191,6.87935580446044,2.19534075840267e-05,"NS"
"1608",1023466,200001,88,189,"H-11",69322,1,107,133,2,NA,NA,NA,978,NA,NA,"2000",2.02938377768521,2.9903388547876,4.67282883446191,6.88550967003482,3.4840599831253e-05,"NS"
"1609",1063400,200101,89,17,"J-13",69322,1,107,NA,2,NA,NA,NA,1008,NA,NA,"2001",2.02938377768521,3.00346053210951,4.67282883446191,6.91572344863131,0.000141097440190758,"NS"
"1610",1010915,200001,88,25,"E-11",69322,1,107,NA,2,NA,NA,NA,1012,NA,NA,"2000",2.02938377768521,3.00518051250378,4.67282883446191,6.91968384984741,0.000160320036213083,"NS"
"1611",1063405,200101,89,22,"J-11",69322,1,107,NA,2,NA,NA,NA,1058,NA,NA,"2001",2.02938377768521,3.02448566769917,4.67282883446191,6.96413561241824,0.000460260189615706,"NS"
"1612",1063396,200101,89,13,"F-13",69322,1,107,NA,2,NA,NA,NA,1068,NA,NA,"2001",2.02938377768521,3.02857125269254,4.67282883446191,6.97354301952014,0.000543557774613088,"NS"
"1613",1063169,200101,88,4,"H-14",69322,1,107,NA,2,NA,NA,NA,1068,NA,NA,"2001",2.02938377768521,3.02857125269254,4.67282883446191,6.97354301952014,0.000543557774613088,"NS"
"1614",1010705,200001,89,29,"D-09",69322,1,107,NA,2,NA,NA,NA,1076,NA,NA,"2000",2.02938377768521,3.03181227133037,4.67282883446191,6.98100574072173,0.000614561188179723,"NS"
"1617",-16515,201701,162,20,"F-07",69322,1,107.1,NA,2,NA,NA,NA,892,NA,NA,"2017",2.02978947083186,2.95036485437612,4.6737629774537,6.79346613258001,0.000165628054680914,"NS"
"1622",-11706,200601,88,218,"G-09",69322,1,107.2,NA,2,NA,NA,NA,1162,30.6,NA,"2006",2.03019478535675,3.06520612805431,4.6746962486367,7.05789793741186,0.00150349427099666,"NS"
"1623",-11260,200601,134,8,"I-13",69322,1,107.3,NA,2,NA,NA,NA,882,NA,NA,"2006",2.03059972196595,2.94546858513182,4.67562864963665,6.78219205600679,0.000263232218108419,"NS"
"1628",-9276,201201,162,222,"G-14",69322,1,107.3,NA,2,NA,NA,NA,986,NA,NA,"2012",2.03059972196595,2.99387691494121,4.67562864963665,6.89365635460264,3.32351159074378e-05,"NS"
"1629",-13946,201501,162,28,"F-10",69322,1,107.3,NA,2,NA,NA,NA,990,NA,NA,"2015",2.03059972196595,2.99563519459755,4.67562864963665,6.89770494312864,4.30819853778191e-05,"NS"
"1630",-16369,201701,94,32,"E-10",69322,1,107.3,NA,2,NA,NA,NA,990,NA,NA,"2017",2.03059972196595,2.99563519459755,4.67562864963665,6.89770494312864,4.30819853778191e-05,"NS"
"1632",-2884,200701,88,26,"G-12",69322,1,107.3,NA,2,NA,NA,NA,1020,27.2,NA,"2007",2.03059972196595,3.00860017176192,4.67562864963665,6.92755790627832,0.000155077496424037,"NS"
"1634",-2830,200701,89,34,"C-09",69322,1,107.4,NA,2,NA,NA,NA,922,NA,NA,"2007",2.03100428136354,2.96473092105363,4.67656018207476,6.82654522355659,6.4694833643426e-05,"NS"
"1638",-2905,200701,88,47,"H-08",69322,1,107.4,NA,2,NA,NA,NA,944,31.7,NA,"2007",2.03100428136354,2.97497199429807,4.67656018207476,6.8501261661455,1.1527259032322e-05,"NS"
"1640",-6125,201001,162,6,"H-15",69322,1,107.4,NA,2,NA,NA,NA,982,NA,NA,"2010",2.03100428136354,2.99211148778695,4.67656018207476,6.88959130835447,1.92189353531015e-05,"NS"
"1643",-9276,201201,162,222,"G-14",69322,1,107.5,NA,2,NA,NA,NA,910,NA,NA,"2012",2.03140846425162,2.95904139232109,4.67749084756772,6.8134445995109,0.000125236338847923,"NS"
"1649",-11286,200601,134,34,"G-07",69322,1,107.5,NA,2,NA,NA,NA,966,NA,NA,"2006",2.03140846425162,2.98497712641549,4.67749084756772,6.87316383421252,3.25978539671088e-07,"NS"
"1652",-6374,201001,89,15,"H-12",69322,1,107.6,NA,2,NA,NA,NA,906,NA,NA,"2010",2.03181227133037,2.95712819767681,4.67842064772768,6.80903930604298,0.000159309981184918,"NS"
"1653",-9871,201301,89,10,"G-13",69322,1,107.6,NA,2,NA,NA,NA,920,NA,NA,"2013",2.03181227133037,2.96378782734556,4.67842064772768,6.82437367004309,9.22386955804997e-05,"NS"
"1656",-6137,201001,162,18,"I-11",69322,1,107.6,NA,2,NA,NA,NA,954,NA,NA,"2010",2.03181227133037,2.9795483747041,4.67842064772768,6.86066367144829,6.0636609025304e-06,"NS"
"1657",-18985,201901,162,44,"J-07",69322,1,107.6,NA,2,NA,NA,NA,964,NA,NA,"2019",2.03181227133037,2.98407703390283,4.67842064772768,6.87109129461055,1.68394084544772e-07,"NS"
"1658",-6132,201001,162,13,"E-12",69322,1,107.6,NA,2,NA,NA,NA,988,NA,NA,"2010",2.03181227133037,2.99475694458763,4.67842064772768,6.89568269774787,1.96167270896902e-05,"NS"
"1660",-13927,201501,162,9,"H-14",69322,1,107.6,NA,2,NA,NA,NA,1058,NA,NA,"2015",2.03181227133037,3.02448566769917,4.67842064772768,6.96413561241824,0.000320416708687949,"NS"
"1662",-17344,201701,94,234,"I-11",69322,1,107.7,NA,2,NA,NA,NA,1082,32.9,NA,"2017",2.03221570329798,3.03422726077055,4.67934958416234,6.98656645940643,0.000471965120735332,"NS"
"1663",-9872,201301,89,11,"E-12",69322,1,107.7,NA,2,NA,NA,NA,1086,NA,NA,"2013",2.03221570329798,3.03582982525283,4.67934958416234,6.99025650049388,0.000504018661229376,"NS"
"1666",-6375,201001,89,16,"I-12",69322,1,107.8,NA,2,NA,NA,NA,956,NA,NA,"2010",2.03261876085072,2.9804578922761,4.6802776584749,6.8627579130514,1.01739411224669e-05,"NS"
"1668",-4430,200801,88,196,"H-13",69322,1,107.8,NA,2,NA,NA,NA,984,31.5,NA,"2008",2.03261876085072,2.99299509843134,4.6802776584749,6.89162589705225,6.16256025857519e-06,"NS"
"1670",1010900,200001,88,10,"F-13",69322,1,108,NA,2,NA,NA,NA,866,NA,NA,"2000",2.03342375548695,2.93751789201735,4.68213122712422,6.76388490856244,0.000562686653892214,"NS"
"1671",1063406,200101,89,23,"I-11",69322,1,108,NA,2,NA,NA,NA,892,NA,NA,"2001",2.03342375548695,2.95036485437612,4.68213122712422,6.79346613258001,0.000321040343138425,"NS"
"1674",-9377,201201,162,233,"E-11",69322,1,108,NA,2,NA,NA,NA,932,NA,NA,"2012",2.03342375548695,2.96941591235398,4.68213122712422,6.83733281468559,8.67054310630572e-05,"NS"
"1675",-9272,201201,162,218,"I-12",69322,1,108,NA,2,NA,NA,NA,936,NA,NA,"2012",2.03342375548695,2.97127584873811,4.68213122712422,6.84161547647759,7.17642341001439e-05,"NS"
"1676",-6146,201001,162,27,"H-09",69322,1,108,NA,2,NA,NA,NA,980,NA,NA,"2010",2.03342375548695,2.99122607569249,4.68213122712422,6.88755257166462,2.92499310294396e-07,"NS"
"1680",1063170,200101,88,5,"I-14",69322,1,108,NA,2,NA,NA,NA,1048,NA,NA,"2001",2.03342375548695,3.02036128264771,4.68213122712422,6.95463886488099,0.000187750708413666,"NS"
"1681",1010934,200001,88,44,"J-09",69322,1,108,NA,2,NA,NA,NA,1064,NA,NA,"2000",2.03342375548695,3.02694162795903,4.68213122712422,6.96979066990159,0.000278048476227575,"NS"
"1682",1063406,200101,89,23,"I-11",69322,1,108,NA,2,NA,NA,NA,1064,NA,NA,"2001",2.03342375548695,3.02694162795903,4.68213122712422,6.96979066990159,0.000278048476227575,"NS"
"1683",-7501,201101,89,9,"H-13",69322,1,108,NA,2,NA,NA,NA,1071,NA,NA,"2011",2.03342375548695,3.02978947083186,4.68213122712422,6.97634807044775,0.000322606682348025,"NS"
"1684",-9883,201301,89,22,"J-09",69322,1,108.1,NA,2,NA,NA,NA,970,NA,NA,"2013",2.03382569395331,2.98677173426624,4.68305672464516,6.87729607149743,4.15509458052594e-06,"NS"
"1689",-16348,201701,162,9,"J-13",69322,1,108.2,NA,2,NA,NA,NA,892,NA,NA,"2017",2.03422726077055,2.95036485437612,4.68398136641238,6.79346613258001,0.000361997642676191,"NS"
"1690",-7583,201101,162,19,"I-12",69322,1,108.2,NA,2,NA,NA,NA,912,NA,NA,"2011",2.03422726077055,2.95999483832842,4.68398136641238,6.81563999007433,0.000215573581553153,"NS"
"1694",-11694,200601,88,206,"E-12",69322,1,108.2,NA,2,NA,NA,NA,992,32.5,NA,"2006",2.03422726077055,2.99651167215418,4.68398136641238,6.89972310728487,3.20151980717343e-06,"NS"
"1695",-7587,201101,162,23,"I-10",69322,1,108.2,NA,2,NA,NA,NA,1028,NA,NA,"2011",2.03422726077055,3.01199311465926,4.68398136641238,6.93537044601511,7.69570505967362e-05,"NS"
"1699",-7575,201101,162,11,"G-14",69322,1,108.3,NA,2,NA,NA,NA,998,NA,NA,"2011",2.03462845662532,2.99913054128737,4.68490515400694,6.90575327631146,5.77044056958316e-06,"NS"
"1700",-2881,200701,88,23,"F-14",69322,1,108.3,NA,2,NA,NA,NA,1016,35.6,NA,"2007",2.03462845662532,3.0068937079479,4.68490515400694,6.92362862813843,3.48266929206182e-05,"NS"
"1701",-9871,201301,89,10,"G-13",69322,1,108.3,NA,2,NA,NA,NA,1046,NA,NA,"2013",2.03462845662532,3.01953168453126,4.68490515400694,6.95272864462487,0.000134512931299525,"NS"
"1702",-9275,201201,162,221,"H-14",69322,1,108.3,NA,2,NA,NA,NA,1052,NA,NA,"2012",2.03462845662532,3.02201573981772,4.68490515400694,6.95844839329766,0.000161738791250314,"NS"
"1706",-4812,200901,88,7,"I-14",69322,1,108.4,NA,2,NA,NA,NA,930,NA,NA,"2009",2.03502928220237,2.96848294855394,4.68582808900555,6.8351845861473,0.000143270164341929,"NS"
"1708",-2890,200701,88,32,"J-10",69322,1,108.4,NA,2,NA,NA,NA,974,36.3,NA,"2007",2.03502928220237,2.98855895687862,4.68582808900555,6.88141130364254,8.56533359648948e-06,"NS"
"1711",-9882,201301,89,21,"K-09",69322,1,108.5,NA,2,NA,NA,NA,930,NA,NA,"2013",2.03542973818455,2.96848294855394,4.68675017298051,6.8351845861473,0.000156894599032608,"NS"
"1712",-11276,200601,134,24,"G-09",69322,1,108.5,NA,2,NA,NA,NA,960,NA,NA,"2006",2.03542973818455,2.98227123303957,4.68675017298051,6.86693328446188,3.99340470933636e-05,"NS"
"1714",-4819,200901,88,14,"H-12",69322,1,108.5,NA,2,NA,NA,NA,966,NA,NA,"2009",2.03542973818455,2.98497712641549,4.68675017298051,6.87316383421252,2.60238269831087e-05,"NS"
"1716",-11695,200601,88,207,"E-11",69322,1,108.5,NA,2,NA,NA,NA,1024,29.2,NA,"2006",2.03542973818455,3.01029995663981,4.68675017298051,6.93147180559945,3.9652491809694e-05,"NS"
"1717",-9879,201301,89,18,"J-11",69322,1,108.5,NA,2,NA,NA,NA,1058,NA,NA,"2013",2.03542973818455,3.02448566769917,4.68675017298051,6.96413561241824,0.000160841530318723,"NS"
"1722",-9377,201201,162,233,"E-11",69322,1,108.7,NA,2,NA,NA,NA,916,NA,NA,"2012",2.03622954408629,2.96189547366785,4.68859179412716,6.82001636467413,0.000275428479591103,"NS"
